QueryNumber;[DocRanking, DocNumber, Similarity]
00083;[86, 111, 0.0]
00083;[87, 112, 0.0]
00083;[88, 113, 0.0]
00083;[89, 114, 0.0]
00083;[90, 115, 0.0]
00083;[91, 117, 0.0]
00083;[92, 118, 0.0]
00083;[93, 119, 0.0]
00083;[94, 120, 0.0]
00083;[95, 121, 0.0]
00083;[96, 122, 0.0]
00083;[97, 123, 0.0]
00083;[98, 124, 0.0]
00083;[99, 125, 0.0]
00083;[100, 126, 0.0]
00083;[101, 129, 0.0]
00083;[102, 131, 0.0]
00083;[103, 133, 0.0]
00083;[104, 135, 0.0]
00083;[105, 136, 0.0]
00083;[106, 137, 0.0]
00083;[107, 139, 0.0]
00083;[108, 140, 0.0]
00083;[109, 141, 0.0]
00083;[110, 143, 0.0]
00083;[111, 147, 0.0]
00083;[112, 150, 0.0]
00083;[113, 152, 0.0]
00083;[114, 153, 0.0]
00083;[115, 154, 0.0]
00083;[116, 155, 0.0]
00083;[117, 157, 0.0]
00083;[118, 158, 0.0]
00083;[119, 160, 0.0]
00083;[120, 162, 0.0]
00083;[121, 163, 0.0]
00083;[122, 164, 0.0]
00083;[123, 165, 0.0]
00083;[124, 167, 0.0]
00083;[125, 170, 0.0]
00083;[126, 172, 0.0]
00083;[127, 175, 0.0]
00083;[128, 179, 0.0]
00083;[129, 182, 0.0]
00083;[130, 184, 0.0]
00083;[131, 185, 0.0]
00083;[132, 186, 0.0]
00083;[133, 189, 0.0]
00083;[134, 192, 0.0]
00083;[135, 197, 0.0]
00083;[136, 198, 0.0]
00083;[137, 201, 0.0]
00083;[138, 202, 0.0]
00083;[139, 204, 0.0]
00083;[140, 205, 0.0]
00083;[141, 206, 0.0]
00083;[142, 208, 0.0]
00083;[143, 209, 0.0]
00083;[144, 211, 0.0]
00083;[145, 213, 0.0]
00083;[146, 215, 0.0]
00083;[147, 216, 0.0]
00083;[148, 219, 0.0]
00083;[149, 220, 0.0]
00083;[150, 225, 0.0]
00083;[151, 226, 0.0]
00083;[152, 227, 0.0]
00083;[153, 228, 0.0]
00083;[154, 230, 0.0]
00083;[155, 233, 0.0]
00083;[156, 236, 0.0]
00083;[157, 238, 0.0]
00083;[158, 239, 0.0]
00083;[159, 240, 0.0]
00083;[160, 241, 0.0]
00083;[161, 246, 0.0]
00083;[162, 248, 0.0]
00083;[163, 249, 0.0]
00083;[164, 251, 0.0]
00083;[165, 252, 0.0]
00083;[166, 253, 0.0]
00083;[167, 254, 0.0]
00083;[168, 256, 0.0]
00083;[169, 257, 0.0]
00083;[170, 258, 0.0]
00083;[171, 260, 0.0]
00083;[172, 261, 0.0]
00083;[173, 262, 0.0]
00083;[174, 263, 0.0]
00083;[175, 265, 0.0]
00083;[176, 266, 0.0]
00083;[177, 267, 0.0]
00083;[178, 268, 0.0]
00083;[179, 270, 0.0]
00083;[180, 272, 0.0]
00083;[181, 276, 0.0]
00083;[182, 277, 0.0]
00083;[183, 278, 0.0]
00083;[184, 279, 0.0]
00083;[185, 281, 0.0]
00083;[186, 282, 0.0]
00083;[187, 283, 0.0]
00083;[188, 286, 0.0]
00083;[189, 287, 0.0]
00083;[190, 288, 0.0]
00083;[191, 289, 0.0]
00083;[192, 291, 0.0]
00083;[193, 292, 0.0]
00083;[194, 293, 0.0]
00083;[195, 294, 0.0]
00083;[196, 296, 0.0]
00083;[197, 297, 0.0]
00083;[198, 300, 0.0]
00083;[199, 301, 0.0]
00083;[200, 304, 0.0]
00083;[201, 306, 0.0]
00083;[202, 307, 0.0]
00083;[203, 309, 0.0]
00083;[204, 313, 0.0]
00083;[205, 315, 0.0]
00083;[206, 317, 0.0]
00083;[207, 318, 0.0]
00083;[208, 321, 0.0]
00083;[209, 322, 0.0]
00083;[210, 323, 0.0]
00083;[211, 325, 0.0]
00083;[212, 326, 0.0]
00083;[213, 327, 0.0]
00083;[214, 328, 0.0]
00083;[215, 331, 0.0]
00083;[216, 332, 0.0]
00083;[217, 333, 0.0]
00083;[218, 334, 0.0]
00083;[219, 339, 0.0]
00083;[220, 340, 0.0]
00083;[221, 341, 0.0]
00083;[222, 343, 0.0]
00083;[223, 344, 0.0]
00083;[224, 346, 0.0]
00083;[225, 347, 0.0]
00083;[226, 348, 0.0]
00083;[227, 349, 0.0]
00083;[228, 351, 0.0]
00083;[229, 352, 0.0]
00083;[230, 353, 0.0]
00083;[231, 355, 0.0]
00083;[232, 358, 0.0]
00083;[233, 359, 0.0]
00083;[234, 360, 0.0]
00083;[235, 361, 0.0]
00083;[236, 367, 0.0]
00083;[237, 370, 0.0]
00083;[238, 373, 0.0]
00083;[239, 376, 0.0]
00083;[240, 379, 0.0]
00083;[241, 381, 0.0]
00083;[242, 382, 0.0]
00083;[243, 385, 0.0]
00083;[244, 386, 0.0]
00083;[245, 389, 0.0]
00083;[246, 390, 0.0]
00083;[247, 391, 0.0]
00083;[248, 392, 0.0]
00083;[249, 397, 0.0]
00083;[250, 398, 0.0]
00083;[251, 399, 0.0]
00083;[252, 402, 0.0]
00083;[253, 403, 0.0]
00083;[254, 406, 0.0]
00083;[255, 407, 0.0]
00083;[256, 408, 0.0]
00083;[257, 410, 0.0]
00083;[258, 412, 0.0]
00083;[259, 413, 0.0]
00083;[260, 414, 0.0]
00083;[261, 415, 0.0]
00083;[262, 416, 0.0]
00083;[263, 417, 0.0]
00083;[264, 418, 0.0]
00083;[265, 419, 0.0]
00083;[266, 422, 0.0]
00083;[267, 423, 0.0]
00083;[268, 424, 0.0]
00083;[269, 427, 0.0]
00083;[270, 429, 0.0]
00083;[271, 430, 0.0]
00083;[272, 431, 0.0]
00083;[273, 432, 0.0]
00083;[274, 433, 0.0]
00083;[275, 436, 0.0]
00083;[276, 437, 0.0]
00083;[277, 439, 0.0]
00083;[278, 440, 0.0]
00083;[279, 442, 0.0]
00083;[280, 443, 0.0]
00083;[281, 444, 0.0]
00083;[282, 445, 0.0]
00083;[283, 447, 0.0]
00083;[284, 449, 0.0]
00083;[285, 450, 0.0]
00083;[286, 451, 0.0]
00083;[287, 452, 0.0]
00083;[288, 454, 0.0]
00083;[289, 460, 0.0]
00083;[290, 462, 0.0]
00083;[291, 463, 0.0]
00083;[292, 469, 0.0]
00083;[293, 470, 0.0]
00083;[294, 472, 0.0]
00083;[295, 473, 0.0]
00083;[296, 474, 0.0]
00083;[297, 475, 0.0]
00083;[298, 476, 0.0]
00083;[299, 477, 0.0]
00083;[300, 478, 0.0]
00083;[301, 480, 0.0]
00083;[302, 481, 0.0]
00083;[303, 482, 0.0]
00083;[304, 483, 0.0]
00083;[305, 484, 0.0]
00083;[306, 487, 0.0]
00083;[307, 489, 0.0]
00083;[308, 491, 0.0]
00083;[309, 492, 0.0]
00083;[310, 494, 0.0]
00083;[311, 495, 0.0]
00083;[312, 496, 0.0]
00083;[313, 498, 0.0]
00083;[314, 500, 0.0]
00083;[315, 501, 0.0]
00083;[316, 502, 0.0]
00083;[317, 503, 0.0]
00083;[318, 504, 0.0]
00083;[319, 507, 0.0]
00083;[320, 508, 0.0]
00083;[321, 509, 0.0]
00083;[322, 510, 0.0]
00083;[323, 511, 0.0]
00083;[324, 514, 0.0]
00083;[325, 515, 0.0]
00083;[326, 516, 0.0]
00083;[327, 517, 0.0]
00083;[328, 518, 0.0]
00083;[329, 519, 0.0]
00083;[330, 524, 0.0]
00083;[331, 525, 0.0]
00083;[332, 528, 0.0]
00083;[333, 529, 0.0]
00083;[334, 530, 0.0]
00083;[335, 531, 0.0]
00083;[336, 532, 0.0]
00083;[337, 533, 0.0]
00083;[338, 534, 0.0]
00083;[339, 535, 0.0]
00083;[340, 537, 0.0]
00083;[341, 538, 0.0]
00083;[342, 540, 0.0]
00083;[343, 541, 0.0]
00083;[344, 542, 0.0]
00083;[345, 543, 0.0]
00083;[346, 544, 0.0]
00083;[347, 545, 0.0]
00083;[348, 550, 0.0]
00083;[349, 552, 0.0]
00083;[350, 553, 0.0]
00083;[351, 554, 0.0]
00083;[352, 555, 0.0]
00083;[353, 557, 0.0]
00083;[354, 559, 0.0]
00083;[355, 562, 0.0]
00083;[356, 563, 0.0]
00083;[357, 566, 0.0]
00083;[358, 568, 0.0]
00083;[359, 570, 0.0]
00083;[360, 571, 0.0]
00083;[361, 572, 0.0]
00083;[362, 573, 0.0]
00083;[363, 575, 0.0]
00083;[364, 580, 0.0]
00083;[365, 582, 0.0]
00083;[366, 584, 0.0]
00083;[367, 590, 0.0]
00083;[368, 592, 0.0]
00083;[369, 593, 0.0]
00083;[370, 596, 0.0]
00083;[371, 599, 0.0]
00083;[372, 600, 0.0]
00083;[373, 601, 0.0]
00083;[374, 602, 0.0]
00083;[375, 603, 0.0]
00083;[376, 605, 0.0]
00083;[377, 607, 0.0]
00083;[378, 612, 0.0]
00083;[379, 613, 0.0]
00083;[380, 614, 0.0]
00083;[381, 615, 0.0]
00083;[382, 617, 0.0]
00083;[383, 622, 0.0]
00083;[384, 623, 0.0]
00083;[385, 626, 0.0]
00083;[386, 627, 0.0]
00083;[387, 630, 0.0]
00083;[388, 631, 0.0]
00083;[389, 632, 0.0]
00083;[390, 635, 0.0]
00083;[391, 637, 0.0]
00083;[392, 638, 0.0]
00083;[393, 639, 0.0]
00083;[394, 640, 0.0]
00083;[395, 641, 0.0]
00083;[396, 642, 0.0]
00083;[397, 643, 0.0]
00083;[398, 644, 0.0]
00083;[399, 649, 0.0]
00083;[400, 651, 0.0]
00083;[401, 652, 0.0]
00083;[402, 654, 0.0]
00083;[403, 655, 0.0]
00083;[404, 656, 0.0]
00083;[405, 657, 0.0]
00083;[406, 658, 0.0]
00083;[407, 660, 0.0]
00083;[408, 661, 0.0]
00083;[409, 663, 0.0]
00083;[410, 664, 0.0]
00083;[411, 665, 0.0]
00083;[412, 666, 0.0]
00083;[413, 667, 0.0]
00083;[414, 669, 0.0]
00083;[415, 670, 0.0]
00083;[416, 671, 0.0]
00083;[417, 673, 0.0]
00083;[418, 676, 0.0]
00083;[419, 681, 0.0]
00083;[420, 682, 0.0]
00083;[421, 683, 0.0]
00083;[422, 687, 0.0]
00083;[423, 689, 0.0]
00083;[424, 690, 0.0]
00083;[425, 691, 0.0]
00083;[426, 692, 0.0]
00083;[427, 693, 0.0]
00083;[428, 694, 0.0]
00083;[429, 697, 0.0]
00083;[430, 698, 0.0]
00083;[431, 699, 0.0]
00083;[432, 701, 0.0]
00083;[433, 702, 0.0]
00083;[434, 703, 0.0]
00083;[435, 704, 0.0]
00083;[436, 707, 0.0]
00083;[437, 709, 0.0]
00083;[438, 713, 0.0]
00083;[439, 714, 0.0]
00083;[440, 716, 0.0]
00083;[441, 719, 0.0]
00083;[442, 720, 0.0]
00083;[443, 721, 0.0]
00083;[444, 722, 0.0]
00083;[445, 723, 0.0]
00083;[446, 725, 0.0]
00083;[447, 727, 0.0]
00083;[448, 728, 0.0]
00083;[449, 730, 0.0]
00083;[450, 732, 0.0]
00083;[451, 733, 0.0]
00083;[452, 738, 0.0]
00083;[453, 739, 0.0]
00083;[454, 740, 0.0]
00083;[455, 745, 0.0]
00083;[456, 746, 0.0]
00083;[457, 748, 0.0]
00083;[458, 749, 0.0]
00083;[459, 752, 0.0]
00083;[460, 753, 0.0]
00083;[461, 755, 0.0]
00083;[462, 756, 0.0]
00083;[463, 760, 0.0]
00083;[464, 761, 0.0]
00083;[465, 762, 0.0]
00083;[466, 763, 0.0]
00083;[467, 765, 0.0]
00083;[468, 771, 0.0]
00083;[469, 772, 0.0]
00083;[470, 773, 0.0]
00083;[471, 774, 0.0]
00083;[472, 775, 0.0]
00083;[473, 776, 0.0]
00083;[474, 777, 0.0]
00083;[475, 779, 0.0]
00083;[476, 781, 0.0]
00083;[477, 783, 0.0]
00083;[478, 784, 0.0]
00083;[479, 787, 0.0]
00083;[480, 788, 0.0]
00083;[481, 789, 0.0]
00083;[482, 791, 0.0]
00083;[483, 792, 0.0]
00083;[484, 795, 0.0]
00083;[485, 796, 0.0]
00083;[486, 797, 0.0]
00083;[487, 798, 0.0]
00083;[488, 799, 0.0]
00083;[489, 800, 0.0]
00083;[490, 801, 0.0]
00083;[491, 803, 0.0]
00083;[492, 804, 0.0]
00083;[493, 807, 0.0]
00083;[494, 809, 0.0]
00083;[495, 811, 0.0]
00083;[496, 812, 0.0]
00083;[497, 813, 0.0]
00083;[498, 814, 0.0]
00083;[499, 815, 0.0]
00083;[500, 817, 0.0]
00083;[501, 818, 0.0]
00083;[502, 821, 0.0]
00083;[503, 822, 0.0]
00083;[504, 823, 0.0]
00083;[505, 824, 0.0]
00083;[506, 825, 0.0]
00083;[507, 826, 0.0]
00083;[508, 830, 0.0]
00083;[509, 831, 0.0]
00083;[510, 832, 0.0]
00083;[511, 834, 0.0]
00083;[512, 837, 0.0]
00083;[513, 838, 0.0]
00083;[514, 840, 0.0]
00083;[515, 842, 0.0]
00083;[516, 843, 0.0]
00083;[517, 844, 0.0]
00083;[518, 846, 0.0]
00083;[519, 849, 0.0]
00083;[520, 852, 0.0]
00083;[521, 853, 0.0]
00083;[522, 855, 0.0]
00083;[523, 856, 0.0]
00083;[524, 862, 0.0]
00083;[525, 863, 0.0]
00083;[526, 864, 0.0]
00083;[527, 866, 0.0]
00083;[528, 868, 0.0]
00083;[529, 869, 0.0]
00083;[530, 870, 0.0]
00083;[531, 871, 0.0]
00083;[532, 872, 0.0]
00083;[533, 875, 0.0]
00083;[534, 876, 0.0]
00083;[535, 877, 0.0]
00083;[536, 879, 0.0]
00083;[537, 880, 0.0]
00083;[538, 881, 0.0]
00083;[539, 882, 0.0]
00083;[540, 883, 0.0]
00083;[541, 885, 0.0]
00083;[542, 886, 0.0]
00083;[543, 888, 0.0]
00083;[544, 889, 0.0]
00083;[545, 891, 0.0]
00083;[546, 893, 0.0]
00083;[547, 895, 0.0]
00083;[548, 896, 0.0]
00083;[549, 898, 0.0]
00083;[550, 899, 0.0]
00083;[551, 901, 0.0]
00083;[552, 902, 0.0]
00083;[553, 903, 0.0]
00083;[554, 904, 0.0]
00083;[555, 907, 0.0]
00083;[556, 908, 0.0]
00083;[557, 915, 0.0]
00083;[558, 916, 0.0]
00083;[559, 919, 0.0]
00083;[560, 921, 0.0]
00083;[561, 922, 0.0]
00083;[562, 923, 0.0]
00083;[563, 924, 0.0]
00083;[564, 925, 0.0]
00083;[565, 927, 0.0]
00083;[566, 929, 0.0]
00083;[567, 930, 0.0]
00083;[568, 933, 0.0]
00083;[569, 935, 0.0]
00083;[570, 936, 0.0]
00083;[571, 937, 0.0]
00083;[572, 941, 0.0]
00083;[573, 942, 0.0]
00083;[574, 944, 0.0]
00083;[575, 945, 0.0]
00083;[576, 946, 0.0]
00083;[577, 947, 0.0]
00083;[578, 949, 0.0]
00083;[579, 950, 0.0]
00083;[580, 952, 0.0]
00083;[581, 953, 0.0]
00083;[582, 954, 0.0]
00083;[583, 955, 0.0]
00083;[584, 956, 0.0]
00083;[585, 959, 0.0]
00083;[586, 960, 0.0]
00083;[587, 961, 0.0]
00083;[588, 962, 0.0]
00083;[589, 963, 0.0]
00083;[590, 964, 0.0]
00083;[591, 966, 0.0]
00083;[592, 967, 0.0]
00083;[593, 968, 0.0]
00083;[594, 969, 0.0]
00083;[595, 973, 0.0]
00083;[596, 978, 0.0]
00083;[597, 979, 0.0]
00083;[598, 980, 0.0]
00083;[599, 983, 0.0]
00083;[600, 984, 0.0]
00083;[601, 985, 0.0]
00083;[602, 986, 0.0]
00083;[603, 987, 0.0]
00083;[604, 989, 0.0]
00083;[605, 991, 0.0]
00083;[606, 996, 0.0]
00083;[607, 998, 0.0]
00083;[608, 999, 0.0]
00083;[609, 1000, 0.0]
00083;[610, 1001, 0.0]
00083;[611, 1002, 0.0]
00083;[612, 1004, 0.0]
00083;[613, 1008, 0.0]
00083;[614, 1009, 0.0]
00083;[615, 1012, 0.0]
00083;[616, 1013, 0.0]
00083;[617, 1019, 0.0]
00083;[618, 1020, 0.0]
00083;[619, 1021, 0.0]
00083;[620, 1022, 0.0]
00083;[621, 1024, 0.0]
00083;[622, 1027, 0.0]
00083;[623, 1028, 0.0]
00083;[624, 1030, 0.0]
00083;[625, 1032, 0.0]
00083;[626, 1033, 0.0]
00083;[627, 1034, 0.0]
00083;[628, 1036, 0.0]
00083;[629, 1043, 0.0]
00083;[630, 1044, 0.0]
00083;[631, 1045, 0.0]
00083;[632, 1046, 0.0]
00083;[633, 1048, 0.0]
00083;[634, 1049, 0.0]
00083;[635, 1051, 0.0]
00083;[636, 1057, 0.0]
00083;[637, 1062, 0.0]
00083;[638, 1065, 0.0]
00083;[639, 1066, 0.0]
00083;[640, 1070, 0.0]
00083;[641, 1074, 0.0]
00083;[642, 1076, 0.0]
00083;[643, 1078, 0.0]
00083;[644, 1079, 0.0]
00083;[645, 1080, 0.0]
00083;[646, 1082, 0.0]
00083;[647, 1083, 0.0]
00083;[648, 1084, 0.0]
00083;[649, 1085, 0.0]
00083;[650, 1086, 0.0]
00083;[651, 1087, 0.0]
00083;[652, 1088, 0.0]
00083;[653, 1090, 0.0]
00083;[654, 1091, 0.0]
00083;[655, 1092, 0.0]
00083;[656, 1094, 0.0]
00083;[657, 1096, 0.0]
00083;[658, 1098, 0.0]
00083;[659, 1099, 0.0]
00083;[660, 1105, 0.0]
00083;[661, 1106, 0.0]
00083;[662, 1108, 0.0]
00083;[663, 1109, 0.0]
00083;[664, 1113, 0.0]
00083;[665, 1115, 0.0]
00083;[666, 1117, 0.0]
00083;[667, 1119, 0.0]
00083;[668, 1120, 0.0]
00083;[669, 1121, 0.0]
00083;[670, 1122, 0.0]
00083;[671, 1123, 0.0]
00083;[672, 1124, 0.0]
00083;[673, 1126, 0.0]
00083;[674, 1128, 0.0]
00083;[675, 1129, 0.0]
00083;[676, 1130, 0.0]
00083;[677, 1131, 0.0]
00083;[678, 1132, 0.0]
00083;[679, 1134, 0.0]
00083;[680, 1135, 0.0]
00083;[681, 1139, 0.0]
00083;[682, 1140, 0.0]
00083;[683, 1141, 0.0]
00083;[684, 1143, 0.0]
00083;[685, 1144, 0.0]
00083;[686, 1146, 0.0]
00083;[687, 1147, 0.0]
00083;[688, 1149, 0.0]
00083;[689, 1152, 0.0]
00083;[690, 1153, 0.0]
00083;[691, 1155, 0.0]
00083;[692, 1156, 0.0]
00083;[693, 1157, 0.0]
00083;[694, 1159, 0.0]
00083;[695, 1160, 0.0]
00083;[696, 1162, 0.0]
00083;[697, 1163, 0.0]
00083;[698, 1165, 0.0]
00083;[699, 1167, 0.0]
00083;[700, 1168, 0.0]
00083;[701, 1169, 0.0]
00083;[702, 1170, 0.0]
00083;[703, 1174, 0.0]
00083;[704, 1175, 0.0]
00083;[705, 1176, 0.0]
00083;[706, 1177, 0.0]
00083;[707, 1179, 0.0]
00083;[708, 1182, 0.0]
00083;[709, 1183, 0.0]
00083;[710, 1184, 0.0]
00083;[711, 1185, 0.0]
00083;[712, 1186, 0.0]
00083;[713, 1191, 0.0]
00083;[714, 1192, 0.0]
00083;[715, 1193, 0.0]
00083;[716, 1195, 0.0]
00083;[717, 1197, 0.0]
00083;[718, 1200, 0.0]
00083;[719, 1201, 0.0]
00083;[720, 1203, 0.0]
00083;[721, 1204, 0.0]
00083;[722, 1206, 0.0]
00083;[723, 1208, 0.0]
00083;[724, 1209, 0.0]
00083;[725, 1210, 0.0]
00083;[726, 1213, 0.0]
00083;[727, 1214, 0.0]
00083;[728, 1216, 0.0]
00083;[729, 1220, 0.0]
00083;[730, 1221, 0.0]
00083;[731, 1222, 0.0]
00083;[732, 1223, 0.0]
00083;[733, 1226, 0.0]
00083;[734, 1227, 0.0]
00083;[735, 1232, 0.0]
00083;[736, 1233, 0.0]
00083;[737, 1234, 0.0]
00083;[738, 1235, 0.0]
00083;[739, 1236, 0.0]
00083;[740, 1238, 0.0]
00083;[741, 1239, 0.0]
00083;[742, 2, 0.0]
00083;[743, 5, 0.0]
00083;[744, 6, 0.0]
00083;[745, 7, 0.0]
00083;[746, 11, 0.0]
00083;[747, 20, 0.0]
00083;[748, 21, 0.0]
00083;[749, 22, 0.0]
00083;[750, 23, 0.0]
00083;[751, 26, 0.0]
00083;[752, 28, 0.0]
00083;[753, 29, 0.0]
00083;[754, 31, 0.0]
00083;[755, 32, 0.0]
00083;[756, 38, 0.0]
00083;[757, 42, 0.0]
00083;[758, 44, 0.0]
00083;[759, 45, 0.0]
00083;[760, 49, 0.0]
00083;[761, 50, 0.0]
00083;[762, 51, 0.0]
00083;[763, 53, 0.0]
00083;[764, 54, 0.0]
00083;[765, 55, 0.0]
00083;[766, 61, 0.0]
00083;[767, 62, 0.0]
00083;[768, 68, 0.0]
00083;[769, 70, 0.0]
00083;[770, 73, 0.0]
00083;[771, 75, 0.0]
00083;[772, 78, 0.0]
00083;[773, 82, 0.0]
00083;[774, 83, 0.0]
00083;[775, 85, 0.0]
00083;[776, 86, 0.0]
00083;[777, 92, 0.0]
00083;[778, 95, 0.0]
00083;[779, 100, 0.0]
00083;[780, 116, 0.0]
00083;[781, 127, 0.0]
00083;[782, 130, 0.0]
00083;[783, 138, 0.0]
00083;[784, 142, 0.0]
00083;[785, 144, 0.0]
00083;[786, 145, 0.0]
00083;[787, 146, 0.0]
00083;[788, 148, 0.0]
00083;[789, 149, 0.0]
00083;[790, 156, 0.0]
00083;[791, 159, 0.0]
00083;[792, 161, 0.0]
00083;[793, 166, 0.0]
00083;[794, 169, 0.0]
00083;[795, 171, 0.0]
00083;[796, 173, 0.0]
00083;[797, 174, 0.0]
00083;[798, 176, 0.0]
00083;[799, 177, 0.0]
00083;[800, 178, 0.0]
00083;[801, 180, 0.0]
00083;[802, 181, 0.0]
00083;[803, 183, 0.0]
00083;[804, 187, 0.0]
00083;[805, 188, 0.0]
00083;[806, 190, 0.0]
00083;[807, 193, 0.0]
00083;[808, 194, 0.0]
00083;[809, 195, 0.0]
00083;[810, 196, 0.0]
00083;[811, 199, 0.0]
00083;[812, 200, 0.0]
00083;[813, 203, 0.0]
00083;[814, 207, 0.0]
00083;[815, 210, 0.0]
00083;[816, 212, 0.0]
00083;[817, 214, 0.0]
00083;[818, 217, 0.0]
00083;[819, 218, 0.0]
00083;[820, 221, 0.0]
00083;[821, 223, 0.0]
00083;[822, 224, 0.0]
00083;[823, 229, 0.0]
00083;[824, 231, 0.0]
00083;[825, 232, 0.0]
00083;[826, 234, 0.0]
00083;[827, 235, 0.0]
00083;[828, 237, 0.0]
00083;[829, 242, 0.0]
00083;[830, 243, 0.0]
00083;[831, 244, 0.0]
00083;[832, 245, 0.0]
00083;[833, 247, 0.0]
00083;[834, 250, 0.0]
00083;[835, 255, 0.0]
00083;[836, 259, 0.0]
00083;[837, 264, 0.0]
00083;[838, 269, 0.0]
00083;[839, 271, 0.0]
00083;[840, 273, 0.0]
00083;[841, 274, 0.0]
00083;[842, 275, 0.0]
00083;[843, 284, 0.0]
00083;[844, 285, 0.0]
00083;[845, 290, 0.0]
00083;[846, 295, 0.0]
00083;[847, 302, 0.0]
00083;[848, 303, 0.0]
00083;[849, 305, 0.0]
00083;[850, 308, 0.0]
00083;[851, 310, 0.0]
00083;[852, 311, 0.0]
00083;[853, 312, 0.0]
00083;[854, 314, 0.0]
00083;[855, 316, 0.0]
00083;[856, 319, 0.0]
00083;[857, 320, 0.0]
00083;[858, 324, 0.0]
00083;[859, 330, 0.0]
00083;[860, 335, 0.0]
00083;[861, 336, 0.0]
00083;[862, 337, 0.0]
00083;[863, 342, 0.0]
00083;[864, 345, 0.0]
00083;[865, 350, 0.0]
00083;[866, 354, 0.0]
00083;[867, 356, 0.0]
00083;[868, 357, 0.0]
00083;[869, 362, 0.0]
00083;[870, 363, 0.0]
00083;[871, 364, 0.0]
00083;[872, 365, 0.0]
00083;[873, 366, 0.0]
00083;[874, 368, 0.0]
00083;[875, 369, 0.0]
00083;[876, 371, 0.0]
00083;[877, 372, 0.0]
00083;[878, 374, 0.0]
00083;[879, 375, 0.0]
00083;[880, 378, 0.0]
00083;[881, 380, 0.0]
00083;[882, 383, 0.0]
00083;[883, 384, 0.0]
00083;[884, 387, 0.0]
00083;[885, 388, 0.0]
00083;[886, 393, 0.0]
00083;[887, 394, 0.0]
00083;[888, 395, 0.0]
00083;[889, 396, 0.0]
00083;[890, 400, 0.0]
00083;[891, 401, 0.0]
00083;[892, 404, 0.0]
00083;[893, 405, 0.0]
00083;[894, 409, 0.0]
00083;[895, 411, 0.0]
00083;[896, 420, 0.0]
00083;[897, 421, 0.0]
00083;[898, 425, 0.0]
00083;[899, 426, 0.0]
00083;[900, 428, 0.0]
00083;[901, 434, 0.0]
00083;[902, 435, 0.0]
00083;[903, 438, 0.0]
00083;[904, 441, 0.0]
00083;[905, 446, 0.0]
00083;[906, 448, 0.0]
00083;[907, 453, 0.0]
00083;[908, 455, 0.0]
00083;[909, 456, 0.0]
00083;[910, 457, 0.0]
00083;[911, 458, 0.0]
00083;[912, 459, 0.0]
00083;[913, 461, 0.0]
00083;[914, 464, 0.0]
00083;[915, 466, 0.0]
00083;[916, 467, 0.0]
00083;[917, 468, 0.0]
00083;[918, 471, 0.0]
00083;[919, 479, 0.0]
00083;[920, 485, 0.0]
00083;[921, 486, 0.0]
00083;[922, 488, 0.0]
00083;[923, 497, 0.0]
00083;[924, 499, 0.0]
00083;[925, 506, 0.0]
00083;[926, 513, 0.0]
00083;[927, 520, 0.0]
00083;[928, 521, 0.0]
00083;[929, 522, 0.0]
00083;[930, 523, 0.0]
00083;[931, 526, 0.0]
00083;[932, 527, 0.0]
00083;[933, 536, 0.0]
00083;[934, 539, 0.0]
00083;[935, 546, 0.0]
00083;[936, 547, 0.0]
00083;[937, 548, 0.0]
00083;[938, 549, 0.0]
00083;[939, 556, 0.0]
00083;[940, 560, 0.0]
00083;[941, 561, 0.0]
00083;[942, 564, 0.0]
00083;[943, 565, 0.0]
00083;[944, 567, 0.0]
00083;[945, 569, 0.0]
00083;[946, 574, 0.0]
00083;[947, 576, 0.0]
00083;[948, 577, 0.0]
00083;[949, 578, 0.0]
00083;[950, 579, 0.0]
00083;[951, 581, 0.0]
00083;[952, 583, 0.0]
00083;[953, 585, 0.0]
00083;[954, 586, 0.0]
00083;[955, 587, 0.0]
00083;[956, 588, 0.0]
00083;[957, 589, 0.0]
00083;[958, 591, 0.0]
00083;[959, 594, 0.0]
00083;[960, 597, 0.0]
00083;[961, 598, 0.0]
00083;[962, 604, 0.0]
00083;[963, 606, 0.0]
00083;[964, 608, 0.0]
00083;[965, 609, 0.0]
00083;[966, 610, 0.0]
00083;[967, 611, 0.0]
00083;[968, 616, 0.0]
00083;[969, 618, 0.0]
00083;[970, 619, 0.0]
00083;[971, 621, 0.0]
00083;[972, 624, 0.0]
00083;[973, 625, 0.0]
00083;[974, 628, 0.0]
00083;[975, 629, 0.0]
00083;[976, 633, 0.0]
00083;[977, 634, 0.0]
00083;[978, 636, 0.0]
00083;[979, 645, 0.0]
00083;[980, 646, 0.0]
00083;[981, 647, 0.0]
00083;[982, 648, 0.0]
00083;[983, 650, 0.0]
00083;[984, 653, 0.0]
00083;[985, 659, 0.0]
00083;[986, 662, 0.0]
00083;[987, 668, 0.0]
00083;[988, 672, 0.0]
00083;[989, 674, 0.0]
00083;[990, 675, 0.0]
00083;[991, 677, 0.0]
00083;[992, 678, 0.0]
00083;[993, 679, 0.0]
00083;[994, 680, 0.0]
00083;[995, 684, 0.0]
00083;[996, 685, 0.0]
00083;[997, 686, 0.0]
00083;[998, 688, 0.0]
00083;[999, 695, 0.0]
00083;[1000, 696, 0.0]
00083;[1001, 705, 0.0]
00083;[1002, 706, 0.0]
00083;[1003, 708, 0.0]
00083;[1004, 710, 0.0]
00083;[1005, 711, 0.0]
00083;[1006, 715, 0.0]
00083;[1007, 717, 0.0]
